Acciones,Código solicitud,Código unico,Estado operación,Departamento,Municipio,Fecha aprobación,Dirección,Autoridad de tránsito,Jurisdicción,Infracciones,Velocidad,Tipo de tecnología,Tipo de instalación,Nombre equipo,Latitud,Longitud,Código equipo,Resolución de renovación,Fecha radicación de renovación,Fecha de notificación,Fecha de recurso,Fecha resolución de recurso,Fecha de aprobación final,Fecha finalización de prórroga,Fecha inicio de operación,Fecha finalización inicial
,SOL0000002701,CU000000000437,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,NQS X Av.Americas,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI12CAM02,4.62198,-74.0855444,,422,18/12/2024,08/04/2025,,,24/04/2025,,,25/12/2024
,SOL0000002701,CU000000000436,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,AV BOYACÁ - CL 63D (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI07CAM03,4.675944,-74.102881,,427,18/12/2024,08/04/2025,,,24/04/2025,,,25/12/2024
,SOL0000002701,CU000000000426,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,AC 80 X Cra. 102,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI13CAM01,4.711927,-74.114011,,444,18/12/2024,08/04/2025,,,24/04/2025,,,25/12/2024
,SOL0000002701,CU000000000434,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,NQS X Av.Americas,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI12CAM01,4.62201,-74.085441,,422,18/12/2024,08/04/2025,,,24/04/2025,,,25/12/2024
,SOL0000002701,CU000000000419,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,AV CALLE 80 - CR 102 (O-E),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI13CAM02,4.712027,-74.114374,,406,18/12/2024,08/04/2025,,,24/04/2025,,,25/12/2024
,SOL0000002701,CU000000000425,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,AV BOYACÁ - CL 53 (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2, D.4",None,Radar Doppler,Fijo,DEI07CAM02,4.671711,-74.106668,,444,18/12/2024,03/04/2025,,,21/04/2025,,,25/12/2024
,SOL0000002701,CU000000000427,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,AV BOYACÁ - DG 49 SUR (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI06CAM01,4.592948,-74.145381,,444,18/12/2024,28/03/2025,,,11/04/2025,,,25/12/2024
,SOL0000002701,CU000000000420,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,AV BOYACÁ - DG 49 SUR (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI06CAM02,4.592972,-74.145308,,386,18/12/2024,28/03/2025,,,11/04/2025,,,25/12/2024
,SOL0000002701,CU000000000418,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,26/12/2019,Av. Boyacá  X Cl 53,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2, D.4",None,Radar Doppler,Fijo,DEI07CAM01,4.670859,-74.106976,,402,10/12/2024,03/04/2025,,,21/04/2025,,,25/12/2024
,SOL0000002681,CU000000000409,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,13/12/2019,Cl 139 X TV 136- Sentido Oriente - Occidente,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI04CAM1,4.7465292,-74.1124386,,384,03/12/2024,26/03/2025,,,09/04/2025,,,12/12/2024
,SOL0000002681,CU000000000411,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,13/12/2019,AV BOYACÁ - CL 35 SUR (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI01CAM1,4.615664,-74.140267,,371,03/12/2024,25/03/2025,,,08/04/2025,,,12/12/2024
,SOL0000002681,CU000000000410,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,13/12/2019,AV BOYACÁ - CL 5A (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI02CAM1,4.628593,-74.13798,,379,03/12/2024,25/03/2025,,,08/04/2025,,,12/12/2024
,SOL0000002681,CU000000000403,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,13/12/2019,AV BOYACÁ - CL 5A (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI02CAM2,4.628479,-74.137915,,379,03/12/2024,25/03/2025,,,08/04/2025,,,12/12/2024
,SOL0000002681,CU000000000405,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,13/12/2019,AV BOYACÁ - CL 35 SUR (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI01CAM2,4.615398,-74.140261,,371,03/12/2024,25/03/2025,,,08/04/2025,,,12/12/2024
,SOL0000002681,CU000000000404,Prorrogada - Vencida,BOGOTA D.C,BOGOTA D.C,13/12/2019,CR 33 - CL 41 SUR (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,Fijo,DEI05CAM1,4.587857,-74.125872,,367,03/12/2024,21/03/2025,,,,07/04/2025,,12/12/2024
,SOL0000002401,CU000000000473,Renovada - Expirada,CESAR,AGUACHICA,13/02/2020,Variante Aguachica PR2+850 (sentido norte-sur),INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE AGUACHICA,Nacional,"C.29, D.2",None,Radar Doppler,Móvil,PUNTO6,8.324417,-73.588944,,361,29/11/2024,19/03/2025,,,03/04/2025,,,12/02/2025
,SOL0000000381,CU000000000018,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Km 7 +300 Vía Tunel de Occidente E-O,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,68TuneOrOc,6.2791,-75.6449,,50,18/11/2024,22/01/2025,,,05/02/2025,,,21/11/2024
,SOL0000000361,CU000000000066,Renovada - Expirada,VALLE DEL CAUCA,CALI,10/12/2018,CALLE 18 CON CARRERA 130,SECRETARIA DE MOVILIDAD SANTIAGO DE CALI,Municipal,,None,Lazo Inductivo de Piso (Espiras),,Cl18Cr130,3.3274078,-76.53311,,256,16/11/2024,26/02/2025,,,12/03/2025,,,21/11/2024
,SOL0000001981,CU000000000284,Renovada - Expirada,ATLANTICO,MALAMBO,23/05/2019,Avenida Aeropuerto con Carrera 41 (Malambo),INSTITUTO DE TRANSITO DEL ATLANTICO,Nacional,"C.24, C.29, C.32, C.35, C.37, D.10, D.2, D.3, D.4, D.5, D.6, D.7, D.8, H.07",None,Radar Doppler,,ATMLS001,10.889146,-74.769846,,268,15/11/2024,04/03/2025,,,19/03/2025,,,21/11/2024
,SOL0000001982,CU000000000279,Renovada - Expirada,ATLANTICO,MALAMBO,10/05/2019,Calle 10A con Carrera 17 (Malambo),INSTITUTO DE TRANSITO DEL ATLANTICO,Nacional,"C.24, C.29, C.32, C.35, C.37, D.10, D.2, D.3, D.4, D.5, D.6, D.7, D.8, H.07",None,Radar Doppler,,ATMLRS01,10.870283,-74.77136,,273,15/11/2024,04/03/2025,,,19/03/2025,,,21/11/2024
,SOL0000001983,CU000000000283,Renovada - Expirada,ATLANTICO,MALAMBO,23/05/2019,Vía Oriental con Carrera 19 (Malambo),INSTITUTO DE TRANSITO DEL ATLANTICO,Nacional,"C.24, C.29, C.32, C.35, C.37, D.10, D.2, D.3, D.4, D.5, D.6, D.7, D.8, H.07",None,Radar Doppler,,ATMLRS02,10.864616,-74.772149,,278,15/11/2024,03/03/2025,,,17/03/2025,,,21/11/2024
,SOL0000002441,CU000000000239,Renovada - Expirada,N. DE SANTANDER,CUCUTA,20/09/2019,Av. 1 con calle 24,Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C.19, C.2, C.24, C.29, C.35, D.2, D.3, D.6, D.7",None,Radar Doppler,,MESTAFUSIO,7.873421,-72.500829,,261,14/11/2024,04/03/2025,,,19/03/2025,,,21/11/2024
,SOL0000002441,CU000000000240,Renovada - Expirada,N. DE SANTANDER,CUCUTA,20/09/2019,Av. 1 con Calle 25,Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C.19, C.2, C.24, C.29, C.35, D.2, D.3, D.6, D.7",None,Radar Doppler,,MESTAFUSIO,7.872508,-72.501116,,261,14/11/2024,04/03/2025,,,19/03/2025,,,21/11/2024
,SOL0000000367,CU000000000229,Renovada - Expirada,BOLIVAR,ARJONA,27/02/2019,SIN DIRECCION,SECRETARIA MUNICIPAL DE TRANSPORTE Y TRANSITO DE ARJONA,Nacional,C.29,None,Radar Doppler,,BOARS001,10.248456,-75.347295,,280,14/11/2024,03/03/2025,,,17/03/2025,,,21/11/2024
,SOL0000002362,CU000000000389,Prorrogada - Vencida,CESAR,AGUACHICA,28/11/2019,Vía San Alberto - La Mata PR 64+900 (Restaurante Gran Chalet) Sentido Sur-Norte,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE AGUACHICA,Nacional,"C.29, D.2",None,Radar Doppler,,PUNTO5,8.299583,-73.598667,,258,14/11/2024,03/03/2025,,,,17/03/2025,,27/11/2024
,SOL0000002541,CU000000000385,Prorrogada - Vencida,BOGOTA D.C,BOGOTA D.C,20/11/2019,Av. Cra. 7 X Cl 94(Sentido Norte - Sur),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,,DEI28C01,4.673883,-74.042353,,253,14/11/2024,27/02/2025,,,,13/03/2025,,21/11/2024
,SOL0000002541,CU000000000384,Prorrogada - Vencida,BOGOTA D.C,BOGOTA D.C,20/11/2019,Av. Cra. 7 X Cl 94 (Sentido Sur- Norte),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.29, C.35, D.2",None,Radar Doppler,,DEI28C02,4.673842,-74.042309,,266,14/11/2024,27/02/2025,,,,13/03/2025,,21/11/2024
,SOL0000001841,CU000000000296,Renovada - Expirada,N. DE SANTANDER,CUCUTA,10/06/2019,SIN DIRECCION,Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C.2, C.24, C.29, C.35, D.2",None,Radar Doppler,,Mesta,7.89064,-72.50562,,147,14/11/2024,06/02/2025,,,20/02/2025,,,21/11/2024
,SOL0000001161,CU000000000308,Prorrogada - Vencida,VALLE DEL CAUCA,CARTAGO,27/06/2019,SIN DIRECCION,SECRETARIA DE MOVILIDAD Y TRANSPORTES DE CARTAGO,Municipal,C.29,None,Laser (Lidar) / Infrarrojo,,POLISCAN,4.7428117,-75.9031523,,269,13/11/2024,03/03/2025,14/03/2025,11/07/2025,,11/07/2025,,21/11/2024
,SOL0000000541,CU000000000160,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,12/12/2018,KR 62 A X AV AUTOPISTA SUR (CALE45 A SUR),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.2, C.3, C.31, C.32, C02, C03, C14, C31, C32, C35, D02",None,Semi-Automática (Acción Remota),,Cam79XTS,4.5954996,-74.1508546,,277,13/11/2024,28/02/2025,,,14/03/2025,,,21/11/2024
,SOL0000000541,CU000000000156,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,12/12/2018,AV PRIMERO DE MAYO X CL 40 sur,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.2, C.3, C.31, C.32, C02, C03, C14, C31, C32, C35, D02",None,Semi-Automática (Acción Remota),,Cam74XTS,4.61713,-74.15281,,272,13/11/2024,28/02/2025,,,14/03/2025,,,21/11/2024
,SOL0000001822,CU000000000295,Renovada - Expirada,N. DE SANTANDER,CUCUTA,10/06/2019,SIN DIRECCION,Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C.2, C.24, C.29, C.35, D.2",None,Radar Doppler,,Mestafusio,7.887145,-72.497162,,279,13/11/2024,28/02/2025,,,14/03/2025,,,21/11/2024
,SOL0000001402,CU000000000291,Prorrogada - Vencida,CUNDINAMARCA,SIBATE,24/05/2019,Vía Bogota Girardot  Km 100 +500 sector el Soche,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.6",None,Radar Doppler,,RRS24FSD2,4.528889,-74.321824,,274,13/11/2024,28/02/2025,,,,28/02/2025,,21/11/2024
,SOL0000000541,CU000000000135,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,12/12/2018,AUTOPISTA SUR X CL 59 SUR,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.2, C.3, C.31, C.32, C02, C03, C14, C31, C32, C35, D02",None,Semi-Automática (Acción Remota),,Cam97XTS,4.5971725,-74.1775094,,259,13/11/2024,27/02/2025,,,13/03/2025,,,21/11/2024
,SOL0000000541,CU000000000139,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,12/12/2018,AV BOYACA X AC 138,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.2, C.3, C.31, C.32, C02, C03, C14, C31, C32, C35, D02",None,Semi-Automática (Acción Remota),,Cam18XTS,4.7298,-74.06864,,245,13/11/2024,26/02/2025,,,12/03/2025,,,21/11/2024
,SOL0000000541,CU000000000157,Renovada - Expirada,BOGOTA D.C,BOGOTA D.C,12/12/2018,KR 6 X AV PRIMERO DE MAYO (CL 20 SUR),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C.14, C.19, C.2, C.31, C.32, C02, C14, C19, C31, C32, C35, D02",None,Semi-Automática (Acción Remota),,Cam75XTS,4.572552,-74.091717,,240,13/11/2024,24/02/2025,,,10/03/2025,,,21/11/2024
,SOL0000001404,CU000000000290,Prorrogada - Vencida,CUNDINAMARCA,SIBATE,24/05/2019,Via Bogotá Girardot km93+600,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.6",None,Radar Doppler,,RRS24FSD2,4.503708,-74.364935,,154,13/11/2024,10/02/2025,18/02/2025,,,,,21/11/2024
,SOL0000001384,CU000000000292,Prorrogada - Vencida,CUNDINAMARCA,LA MESA,24/05/2019,Se Encuentra Ubicado en el Municipio de Anapoima en CRA 5 NO. 9 50,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.7",None,Radar Doppler,,RRS24FSD2,4.554758,-74.532514,,285,12/11/2024,11/03/2025,,,,11/03/2025,,21/11/2024
,SOL0000001403,CU000000000306,Prorrogada - Vencida,CUNDINAMARCA,SIBATE,27/06/2019,VIA SOACHA SIBATE KM7,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.29, D.5",None,Radar Doppler,,RRS24FSD2,4.524055,-74.242203,,257,12/11/2024,27/02/2025,,,,27/02/2025,,21/11/2024
,SOL0000002403,CU000000000439,Prorrogada - Vencida,CESAR,AGUACHICA,10/01/2020,Vía Gamarra - Aguachica PR 13 (Colegio ITI). Sentido  este-oeste y oeste – este,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE AGUACHICA,Nacional,"C.29, D.2",None,Radar Doppler,Móvil,PUNTO8,8.313633,-73.636756,,247,10/11/2024,26/02/2025,,,,12/03/2025,,09/01/2025
,SOL0000002601,CU000000000445,Renovada - Expirada,CORDOBA,PLANETA RICA,14/01/2020,SAST MOVIL UBICADO EN VIA NACIONAL 23-10 KM 4 + 500 M - VIA PLANETA RICA - MONTERIA,SecretarÍa de Transporte y Tránsito del Municipio de Planeta Rica,Nacional,"C.29, C.35, C.6, D.2, D.6, D.7",None,Video Detección (Con Analítica de Video),Móvil,P2LOMAZ,8.452919,-75.595571,,244,08/11/2024,25/02/2025,,,11/03/2025,,,13/01/2025
,SOL0000000481,CU000000000201,Prorrogada - Vencida,ANTIOQUIA,MEDELLIN,19/12/2018,Avenida Industriales por Calle 29,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K48C29,6.231349,-75.574606,,179,08/11/2024,12/02/2025,,,,23/07/2025,,21/11/2024
,SOL0000000481,CU000000000205,Renovada - Expirada,ANTIOQUIA,MEDELLIN,19/12/2018,Carrera 65 por Calle 59A,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K65C58,6.264378,-75.578181,,166,08/11/2024,11/02/2025,25/02/2025,15/07/2025,15/07/2025,,,21/11/2024
,SOL0000001452,CU000000000305,Prorrogada - Vencida,CUNDINAMARCA,COTA,27/06/2019,Via Mosquera Cota km 16 sentido siberia cota,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.6",None,Radar Doppler,,RRS24FSD2,4.79277,-74.115819,,246,07/11/2024,26/02/2025,04/03/2025,22/05/2025,,22/05/2025,,21/11/2024
,SOL0000000481,CU000000000198,Renovada - Expirada,ANTIOQUIA,MEDELLIN,19/12/2018,Carrera 65 por Calle 72,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K65C71,6.271337,-75.575589,,79,07/11/2024,28/01/2025,,,11/02/2025,,,21/11/2024
,SOL0000000481,CU000000000193,Renovada - Expirada,ANTIOQUIA,MEDELLIN,19/12/2018,Autopista Sur por Calle 44A,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K63C44,6.249763,-75.58005,,75,07/11/2024,28/01/2025,,,11/02/2025,,,21/11/2024
,SOL0000000481,CU000000000192,Renovada - Expirada,ANTIOQUIA,MEDELLIN,19/12/2018,Carrera 64C por Calle 97A,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K64CC97A,6.292095,-75.568481,,062,07/11/2024,28/01/2025,,,11/02/2025,,,21/11/2024
,SOL0000000481,CU000000000195,Renovada - Expirada,ANTIOQUIA,MEDELLIN,19/12/2018,Carrera 48 por Calle 9,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K48C7,6.210951,-75.576402,,137,06/11/2024,05/02/2025,19/02/2025,15/07/2025,15/07/2025,,,21/11/2024
,SOL0000000381,CU000000000016,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Avenida 33 por Carrera 66B,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,65DepBuler,6.239238,-75.589314,,134,06/11/2024,04/02/2025,18/02/2025,14/07/2025,14/07/2025,,,21/11/2024
,SOL0000000201,CU000000000106,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 43 A por Calle 9,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,30ParquePo,6.2098,-75.5709,,132,06/11/2024,04/02/2025,18/02/2025,09/07/2025,09/07/2025,,,21/11/2024
,SOL0000000201,CU000000000122,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Calle 67 por Carrera 45,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,24PalosVer,6.2614,-75.5564,,100,06/11/2024,31/01/2025,14/02/2025,16/05/2025,16/05/2025,,,21/11/2024
,SOL0000000201,CU000000000092,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Calle 10 A por Carrera 36,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,03Hotel10,6.2097,-75.5656,,102,06/11/2024,30/01/2025,,,13/02/2025,,,21/11/2024
,SOL0000000481,CU000000000197,Renovada - Expirada,ANTIOQUIA,MEDELLIN,19/12/2018,Carrera 65 por Calle 8B,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,K65C8B,6.215575,-75.586398,,60,06/11/2024,28/01/2025,,,11/02/2025,,,21/11/2024
,SOL0000001451,CU000000000269,Prorrogada - Vencida,CUNDINAMARCA,COTA,30/04/2019,Via Mosquera Cota Km14,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.6",None,Radar Doppler,,RRS24FSD2,4.782882,-74.130177,,207,05/11/2024,14/05/2025,04/03/2025,,,15/05/2025,,21/11/2024
,SOL0000002361,CU000000000440,Prorrogada - Vencida,CESAR,AGUACHICA,10/01/2020,CALLE 5 CON CARRERA 23,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE AGUACHICA,Municipal,"C.14, C.15, C.24, C.32, D.4, D.7",None,Video Detección (Con Analítica de Video),Fijo,PUNTO2,8.309806,-73.61175,,219,03/11/2024,21/02/2025,,,,07/03/2025,,09/01/2025
,SOL0000000382,CU000000000232,Renovada - Expirada,ANTIOQUIA,BELLO,27/02/2019,Calle 24A Carrera 58,SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,,None,Lazo Inductivo de Piso (Espiras),,Cabanas2,6.313999,-75.5637476,,199,01/11/2024,17/02/2025,,,03/03/2025,,,21/11/2024
,SOL0000001449,CU000000000304,Prorrogada - Vencida,CUNDINAMARCA,COTA,27/06/2019,VÍA MOSQUERA COTA KM 12 Sentido Sur-occidente Norte-oriente,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.6",None,Radar Doppler,,RRS24FSD2,4.773019,-74.145638,,176,01/11/2024,13/02/2025,04/03/2025,14/05/2025,,14/05/2025,,21/11/2024
,SOL0000000381,CU000000000021,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 65 por Calle 44,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Laser (Lidar) / Infrarrojo,,55SnJuan65,6.2482,-75.5833,,130,01/11/2024,04/02/2025,18/02/2025,14/07/2025,14/07/2025,,,21/11/2024
,SOL0000000201,CU000000000086,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Calle 50 por Carrera 65,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,21Motomari,6.2561,-75.5809,,065,01/11/2024,27/01/2025,,,10/02/2025,,,21/11/2024
,SOL0000001462,CU000000000303,Prorrogada - Vencida,CUNDINAMARCA,RICAURTE,27/06/2019,Via Bogota Girardot Km 14+600 Nilo,SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C.24, C.29, D.3, D.5, D.6",None,Radar Doppler,,RRS24FSD2,4.239328,-74.720923,,210,31/10/2024,20/02/2025,04/03/2025,19/05/2025,,16/05/2025,,21/11/2024
,SOL0000000381,CU000000000028,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 70 por Calle 19,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,60Aeroparq,6.2231,-75.592,,149,31/10/2024,07/02/2025,,,21/02/2025,,,21/11/2024
,SOL0000000381,CU000000000027,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 65 por Calle 80,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,56Cementer,6.276587,-75.573367,,125,31/10/2024,04/02/2025,18/02/2025,15/07/2025,15/07/2025,,,21/11/2024
,SOL0000000201,CU000000000095,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 45 por Calle 46,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,31PaloHuev,6.2446,-75.5664,,109,31/10/2024,03/02/2025,,,17/02/2025,,,21/11/2024
,SOL0000000201,CU000000000101,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 52 por Calle 12 Sur,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,44Guayabal,6.1977,-75.5897,,099,31/10/2024,29/01/2025,,,12/02/2025,,,21/11/2024
,SOL0000000381,CU000000000025,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Avenida 80 por Calle 55,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,63Mediterr,6.2693,-75.5953,,56,31/10/2024,23/01/2025,,,06/02/2025,,,21/11/2024
,SOL0000000201,CU000000000093,Renovada - Expirada,ANTIOQUIA,MEDELLIN,10/12/2018,Carrera 52 por Calle 2 Sur,SECRETARIA DE MOVILIDAD DE MEDELLIN,Municipal,,None,Lazo Inductivo de Piso (Espiras),,46CristoSN,6.2065,-75.5861,,24,31/10/2024,15/01/2025,,,29/01/2025,,,21/11/2024
,SOL0000001728,CU000000000331,Renovada - Expirada,SANTANDER,BARRANCABERMEJA,20/09/2019,Carrera 28 Calle 45 acceso norte.   Orientación: norte-sur  (Solo se va a supervisar e infraccionar en un solo sentido),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"B.11, B.5, C.14, C.16, C.2, C.20, C.21, C.24, C.26, C.3, C.31, C.32, C.35, C.37, C.4, C.7, D.2, D.3, D.4, D.5, D.8",None,Video Detección (Con Analítica de Video),,GatsoTser,7.056758,-73.850483,,206,30/10/2024,19/02/2025,,,05/03/2025,,,21/11/2024
,SOL0000001728,CU000000000330,Renovada - Expirada,SANTANDER,BARRANCABERMEJA,20/09/2019,Carrera 28 calle 45 acceso sur.  Orientación: sur- norte. (olo se va a supervisar e infraccionar en un solo sentido),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"B.11, B.5, C.14, C.16, C.2, C.20, C.21, C.24, C.26, C.3, C.31, C.32, C.35, C.37, C.4, C.7, D.2, D.3, D.4, D.5, D.8",None,Video Detección (Con Analítica de Video),,GatsoTser,7.0561,-73.850167,,206,30/10/2024,19/02/2025,,,05/03/2025,,,21/11/2024
,SOL0000001728,CU000000000329,Renovada - Expirada,SANTANDER,BARRANCABERMEJA,20/09/2019,Calle 45 Carrera 28 acceso occidente.   Orientación: occidente-oriente (Solo se va a supervisar e infraccionar en un solo sentido),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"B.11, B.5, C.14, C.16, C.2, C.20, C.21, C.24, C.26, C.3, C.31, C.32, C.35, C.37, C.4, C.7, D.2, D.3, D.4, D.5, D.8",None,Video Detección (Con Analítica de Video),,GatsoTser,7.056281,-73.850689,,206,30/10/2024,19/02/2025,,,05/03/2025,,,21/11/2024
